ID,name,category,main_category,currency,deadline,goal,launched,state,country,usd_goal_real,target
2027240737.0,Buck-Oh! Sauce,Food,Food,USD,2014-11-28,7500.0,2014-10-28 23:24:20,failed,US,7500.0,0.0
1910775547.0,Crazy Waffle Food Trailer Purchase to make dreams happen.,Food Trucks,Food,USD,2014-09-13,16000.0,2014-08-12 17:57:15,failed,US,16000.0,0.0
482943478.0,Confection et Vente de colliers pour chats et chiens,DIY,Crafts,EUR,2015-11-07,1500.0,2015-10-08 12:37:36,failed,FR,1614.6,0.0
1780090071.0,Hnoss,Art,Art,USD,2014-08-20,9680.0,2014-07-21 20:21:36,failed,US,9680.0,0.0
1054792015.0,"Build an Audiobook Library of 55,000 Titles & Take on Amazon",Fiction,Publishing,USD,2014-09-10,12000.0,2014-08-06 03:15:21,successful,US,12000.0,1.0
1516085698.0,Melhaven Minnesota Music Festival June 24th 2017,Music,Music,USD,2017-06-24,2600.0,2017-05-19 05:13:38,successful,US,2600.0,1.0
583927292.0,Classic Restorations,Webseries,Film & Video,USD,2013-10-30,10000.0,2013-09-30 20:36:05,failed,US,10000.0,0.0
984674194.0,Israel: Concrete impressions . ????? :????? ?????,Art,Art,USD,2013-09-23,3500.0,2013-08-19 22:16:46,failed,US,3500.0,0.0
1357653268.0,need funding for fousell.com expanding,Web,Technology,GBP,2015-02-24,25000.0,2015-02-19 23:29:19,failed,GB,34500.0,0.0
840597584.0,Bachelor - A Short Comedy,Comedy,Film & Video,GBP,2015-09-10,500.0,2015-08-12 02:01:43,successful,GB,771.15,1.0
295676738.0,Border Patrol LP Release Party,Indie Rock,Music,CAD,2016-03-27,500.0,2016-03-10 16:49:55,successful,CA,383.79,1.0
1371423526.0,Tandem Bike: The Music Video,Pop,Music,USD,2017-04-30,500.0,2017-04-03 15:47:56,successful,US,500.0,1.0
171505335.0,Occult Magazine,Art Books,Publishing,CAD,2014-09-29,1500.0,2014-07-31 19:49:06,failed,CA,1341.32,0.0
749499691.0,Long Beach Roller Derby's 3rd Season Production,Performance Art,Art,USD,2012-01-12,20000.0,2011-11-13 11:06:55,successful,US,20000.0,1.0
894529495.0,The Girls Next Door Calendar,Nonfiction,Publishing,USD,2014-04-11,8000.0,2014-03-12 15:28:27,successful,US,8000.0,1.0
461973223.0,10mm Fantasy Ogre Miniatures from Black Gate Miniatures,Tabletop Games,Games,GBP,2016-11-02,1000.0,2016-10-03 08:24:52,successful,GB,1249.09,1.0
1024823405.0,Perris Cole Music,Pop,Music,USD,2015-03-10,6000.0,2015-02-08 03:24:24,failed,US,6000.0,0.0
1262800098.0,FLATLAND - Ep1,Graphic Design,Design,USD,2015-05-15,26000.0,2015-04-14 21:55:49,successful,US,26000.0,1.0
992534694.0,INFECTED: Classic Survival Horror,Video Games,Games,CAD,2013-12-08,34500.0,2013-10-28 23:31:12,failed,CA,32848.43,0.0
456279339.0,Neural Activity,Electronic Music,Music,EUR,2017-03-20,25000.0,2017-02-18 21:57:32,failed,NL,27012.43,0.0
1384553552.0,Sausage School Season 1,Animation,Film & Video,USD,2012-11-02,20.0,2012-09-18 21:39:41,successful,US,20.0,1.0
1057276933.0,Antenna - The Second Album,Music,Music,USD,2014-09-18,1000.0,2014-09-11 02:24:33,successful,US,1000.0,1.0
1366267709.0,Old Man the comic book,Comic Books,Comics,USD,2016-12-02,1500.0,2016-10-31 22:49:07,successful,US,1500.0,1.0
1608675980.0,Help publish a #SocialSellingBook for Business Owners,Nonfiction,Publishing,GBP,2016-05-28,3500.0,2016-04-28 14:52:44,successful,GB,5051.31,1.0
2145701789.0,Squalid Gold Goes to New York City,Theater,Theater,USD,2013-03-05,600.0,2013-02-13 19:06:55,successful,US,600.0,1.0
505807290.0,DARKWATERS,Animation,Film & Video,USD,2013-02-23,8500.0,2013-01-24 10:11:28,failed,US,8500.0,0.0
895901257.0,"The Little Drummer Girl, based off a true Civil War story",Drama,Film & Video,USD,2016-08-03,16000.0,2016-07-20 02:56:42,failed,US,16000.0,0.0
1799106969.0,Rusty Bus Brewing Company,Drinks,Food,USD,2015-08-01,20000.0,2015-07-02 21:28:02,successful,US,20000.0,1.0
836030885.0,"The British Film Industry: Elitist, Deluded or Dormant? Doco",Documentary,Film & Video,GBP,2014-02-13,34500.0,2014-01-14 14:32:08,failed,GB,34500.0,0.0
98034557.0,Your Clothing Co.,Fashion,Fashion,USD,2011-10-07,1000.0,2011-09-07 19:16:22,failed,US,1000.0,0.0
1229786243.0,X-Corp3D's Creation Sharing Network,3D Printing,Technology,USD,2015-05-16,8760.0,2015-04-16 19:36:39,failed,US,8760.0,0.0
1323827066.0,Beyond The Everyday,Nonfiction,Publishing,CAD,2014-09-21,2000.0,2014-08-20 17:14:39,failed,CA,1799.86,0.0
1477434054.0,Indy Car Art .com,Art,Art,USD,2014-08-20,17925.0,2014-08-01 07:15:34,failed,US,17925.0,0.0
1134314263.0,Hillary Clinton Action Figure,Product Design,Design,USD,2015-04-08,15000.0,2015-03-03 18:23:12,successful,US,15000.0,1.0
126453921.0,"The Aric~Audio ""MINI"", blue tooth, wireless speaker",Sound,Technology,USD,2014-11-03,10000.0,2014-09-17 21:42:25,failed,US,10000.0,0.0
2018153084.0,Mindfullness Campsite/ Farmers Market in Northern California,Community Gardens,Food,USD,2017-07-22,34500.0,2017-06-22 23:58:12,failed,US,34500.0,0.0
1967252589.0,Cornish Assault Comic #1,Comic Books,Comics,USD,2016-11-26,7000.0,2016-10-29 02:21:12,failed,US,7000.0,0.0
23518281.0,Chris Lucas' 1st Full Studio Album,Hip-Hop,Music,USD,2014-03-14,5000.0,2014-02-12 08:14:33,failed,US,5000.0,0.0
2084244266.0,Dad's Rags........great old stuff repurposed with love,Apparel,Fashion,USD,2014-05-25,2900.0,2014-04-25 21:59:01,failed,US,2900.0,0.0
464820031.0,Ukrainian Village Band's Debut CD!,World Music,Music,USD,2012-01-27,3000.0,2011-12-28 21:08:08,successful,US,3000.0,1.0
938327718.0,LEADERS IN HEELS notebooks & journals empowering women,Product Design,Design,AUD,2016-05-12,18700.0,2016-04-03 08:50:18,successful,AU,13621.79,1.0
20292060.0,Joshua Price's New Album with Ed Cash,Faith,Music,USD,2015-01-06,6000.0,2014-12-01 17:12:26,successful,US,6000.0,1.0
243053722.0,OSUN : Explore the world with the best beach essentials !,Fashion,Fashion,CAD,2017-06-28,25000.0,2017-05-29 08:44:24,failed,CA,19296.08,0.0
532575616.0,Tune Up Your Teaching & Turn On Student Learning,Nonfiction,Publishing,USD,2014-07-09,7545.0,2014-06-04 02:30:44,failed,US,7545.0,0.0
339043770.0,Disangeopia,Public Art,Art,USD,2013-11-08,15000.0,2013-10-10 17:38:23,failed,US,15000.0,0.0
1446131740.0,"My Planner Pal, customized planners",Stationery,Crafts,USD,2017-06-15,3000.0,2017-05-16 15:36:48,failed,US,3000.0,0.0
2143325799.0,The Yanchor: Super tiny super awesome bottle opener,Product Design,Design,GBP,2017-05-12,500.0,2017-04-12 17:31:10,successful,GB,642.88,1.0
509993388.0,Conservation geocoins for geocaching & coin collectors,Product Design,Design,USD,2015-01-05,920.0,2014-11-28 17:55:23,successful,US,920.0,1.0
1836968598.0,Dillion and Richmond,Webcomics,Comics,GBP,2017-03-03,900.0,2017-02-01 17:06:38,successful,GB,1101.09,1.0
1116734428.0,Sun Skin,Apparel,Fashion,USD,2014-11-15,2500.0,2014-09-16 19:22:04,failed,US,2500.0,0.0
772163531.0,In the Steps of Jean Valjean,Photography,Photography,USD,2013-01-31,5500.0,2013-01-01 03:47:12,failed,US,5500.0,0.0
926929279.0,"Biggie, Beethoven, Busta, and Bach - the album",Pop,Music,USD,2015-05-03,7500.0,2015-04-03 12:36:05,failed,US,7500.0,0.0
1775701008.0,MMDC Goes To BERLIN,Performances,Dance,USD,2016-07-01,4635.0,2016-06-12 20:41:13,successful,US,4635.0,1.0
1614457395.0,Prayer of a Hero,Shorts,Film & Video,USD,2013-05-31,7000.0,2013-04-22 21:42:21,failed,US,7000.0,0.0
405729126.0,"Greg Adams and East Bay Soul the TOUR, new VIDEO and DVD",Music,Music,USD,2012-09-14,34500.0,2012-08-10 21:14:14,failed,US,34500.0,0.0
1168858158.0,The Toy Maker's Magnum Opus ~ Act 1,Art Books,Publishing,USD,2013-03-30,5000.0,2013-02-13 01:37:48,successful,US,5000.0,1.0
900167989.0,Help Left Wing Fascists Record their Third CD,Rock,Music,USD,2015-11-01,2000.0,2015-09-17 17:33:16,successful,US,2000.0,1.0
1828029888.0,greedy,Theater,Theater,USD,2010-12-25,8000.0,2010-11-03 12:10:44,successful,US,8000.0,1.0
2120453079.0,New Life into a dying craft (Leather),Crafts,Crafts,EUR,2016-05-09,12000.0,2016-03-10 16:15:28,failed,DE,13617.64,0.0
1388155566.0,Pop Art and Pin-up Post Cards and Prints,Illustration,Art,USD,2017-07-09,300.0,2017-06-09 23:55:38,successful,US,300.0,1.0
238294564.0,A little bit of Good goes a long way ( Video),Film & Video,Film & Video,USD,2013-12-21,5000.0,2013-11-23 03:10:31,failed,US,5000.0,0.0
1639604708.0,Bastion Bolt Action Pen in Carbon Fiber & Stainless Steel,Product Design,Design,USD,2017-11-03,10000.0,2017-09-12 07:00:05,successful,US,10000.0,1.0
946436041.0,Busy Builders - Fidget Your Way,Gadgets,Technology,USD,2017-09-11,10000.0,2017-08-02 01:32:16,successful,US,10000.0,1.0
607028943.0,"""Race The Wind""",Documentary,Film & Video,USD,2015-12-17,3200.0,2015-11-17 18:51:42,failed,US,3200.0,0.0
316314752.0,THE IRAN JOB - BRING IT TO A THEATER NEAR YOU!,Documentary,Film & Video,USD,2012-10-26,34500.0,2012-08-27 00:06:58,successful,US,34500.0,1.0
1104878036.0,Grand Corset Ball,Couture,Fashion,CAD,2014-12-16,11000.0,2014-10-17 02:10:25,successful,CA,9486.03,1.0
147621656.0,Franklin Battlefield Aerial Photography,Places,Photography,USD,2014-10-31,3000.0,2014-10-08 06:08:47,failed,US,3000.0,0.0
169921759.0,Reviving The Lost Art of Illuminated Manuscripts,Illustration,Art,USD,2011-10-12,500.0,2011-09-12 05:49:01,successful,US,500.0,1.0
2072738468.0,Taming of the Shrew - New Wimbledon Theatre,Plays,Theater,GBP,2015-03-19,2500.0,2015-02-17 23:47:44,successful,GB,3713.28,1.0
1387806283.0,Bacon,Food,Food,USD,2014-09-09,23.0,2014-07-11 21:18:05,failed,US,23.0,0.0
292408552.0,Legend of zelda enamel pins,Accessories,Fashion,USD,2017-12-06,356.0,2017-11-06 17:48:15,failed,US,356.0,0.0
1717265260.0,Recycle Ocean Plastic into Polyester for Swimwear (S4H2O),Product Design,Design,USD,2016-03-09,25000.0,2016-02-08 17:14:49,failed,US,25000.0,0.0
376291946.0,Let's send my child to the moon using Gopro!,Comedy,Film & Video,USD,2014-10-04,1000.0,2014-09-04 03:26:27,failed,US,1000.0,0.0
1188836189.0,Aspen Groove Recording Project X2,Jazz,Music,USD,2013-05-14,8150.0,2013-04-16 23:30:11,successful,US,8150.0,1.0
207291433.0,KBS(Kampin' Breakfst Sandwich),Small Batch,Food,USD,2016-12-07,10000.0,2016-11-07 20:27:01,failed,US,10000.0,0.0
29274671.0,Panorama Daemon,Film & Video,Film & Video,USD,2013-08-17,34500.0,2013-06-18 21:32:29,failed,US,34500.0,0.0
749018055.0,OlyMEGA MakerSpace,Makerspaces,Technology,USD,2015-05-26,20000.0,2015-04-26 03:46:02,failed,US,20000.0,0.0
1678630393.0,The LORE Project,Fiction,Publishing,USD,2012-08-20,3000.0,2012-07-06 14:59:56,failed,US,3000.0,0.0
119636917.0,IF WALLS COULD TALK: New Album by Justin Johnson,Country & Folk,Music,USD,2016-04-21,15000.0,2016-03-22 06:02:20,successful,US,15000.0,1.0
412952844.0,Iron Hill,Action,Film & Video,USD,2015-04-22,34500.0,2015-03-21 23:18:42,failed,US,34500.0,0.0
727727478.0,Michael Randall Solo Exhibition,Conceptual Art,Art,AUD,2015-05-14,600.0,2015-04-14 05:16:54,successful,AU,480.04,1.0
885668497.0,Sarah-Ann Cromwell Diva Gigs revolutionary operatic cabaret,Classical Music,Music,GBP,2013-07-31,500.0,2013-07-17 11:24:42,successful,GB,757.62,1.0
1778542366.0,Native American and Nature Themed T-Shirts,Fashion,Fashion,USD,2014-07-16,3000.0,2014-06-16 23:43:22,failed,US,3000.0,0.0
2091465602.0,Juntos - Our Unsocial Identity,Film & Video,Film & Video,USD,2014-04-12,34500.0,2014-03-13 21:40:25,failed,US,34500.0,0.0
797460961.0,SQUEEGEE!! gig poster book #2,Art Books,Publishing,EUR,2016-07-29,9000.0,2016-07-04 11:22:48,successful,DE,10001.67,1.0
1309938919.0,"Universal Charging Cable : Lightning, MicroUSB, 30-pin",Gadgets,Technology,USD,2015-01-18,25000.0,2014-12-19 06:00:35,failed,US,25000.0,0.0
1146456296.0,Saucha Scrub; All Natural Body Care,Crafts,Crafts,USD,2017-06-01,600.0,2017-04-25 18:56:20,failed,US,600.0,0.0
1908074016.0,OAK ISLAND - Some Treasures Are Best Left Buried,Video Games,Games,EUR,2015-06-06,15000.0,2015-05-12 05:51:09,successful,DE,16829.92,1.0
88583446.0,PROUD TO BE AMERICAN,Music,Music,USD,2016-04-06,25000.0,2016-02-14 20:40:14,failed,US,25000.0,0.0
2064549480.0,MarTuc Promo y Gira,Rock,Music,MXN,2017-03-17,25000.0,2017-02-15 20:46:58,failed,MX,1304.87,0.0
788246021.0,Travel The World,Places,Photography,USD,2014-08-31,34500.0,2014-07-17 21:21:24,failed,US,34500.0,0.0
1886975761.0,Big Dudee Roo - Listen to Your Discontent,Indie Rock,Music,USD,2011-12-12,1111.0,2011-11-12 00:31:49,successful,US,1111.0,1.0
867873826.0,Coffee that Cares coffee roasting,Food,Food,USD,2016-12-23,2599.0,2016-12-02 05:33:39,failed,US,2599.0,0.0
1607511434.0,Larson's Egg Peeler,Food,Food,USD,2016-04-14,5999.0,2016-02-29 18:07:40,failed,US,5999.0,0.0
980908897.0,Apocalyptic Rhymes,Hip-Hop,Music,USD,2015-05-01,3000.0,2015-04-01 01:13:55,failed,US,3000.0,0.0
1331556355.0,Pure Levain Mobile Kitchen,Food Trucks,Food,USD,2017-03-10,34500.0,2017-02-08 20:43:23,failed,US,34500.0,0.0
1643251607.0,Class Acts,Theater,Theater,USD,2015-06-06,34500.0,2015-05-07 19:53:02,failed,US,34500.0,0.0
505442158.0,Help the small sausage shop,Food,Food,USD,2014-10-10,3000.0,2014-09-10 02:25:02,failed,US,3000.0,0.0
1106754253.0,"ClipBook® 2.0 with Create Paper, Magnetic Clipboard",Design,Design,USD,2017-06-07,7500.0,2017-05-03 18:01:01,successful,US,7500.0,1.0
1244260061.0,References on Request. First series comprising of 6 episodes,Webseries,Film & Video,GBP,2013-07-21,1000.0,2013-06-21 08:51:27,failed,GB,1539.98,0.0
835079862.0,"Finding America's $57,000,000 Freedmen",Nonfiction,Publishing,USD,2015-06-25,34500.0,2015-05-26 18:08:34,failed,US,34500.0,0.0
1164798473.0,LGBTQ Homeless Youth Leadership Project,Webseries,Film & Video,USD,2012-01-26,7000.0,2011-12-27 22:43:23,failed,US,7000.0,0.0
1350086141.0,Hysterical Historical Hillary,Webseries,Film & Video,USD,2014-09-03,8000.0,2014-08-04 22:42:31,successful,US,8000.0,1.0
1982844573.0,SUMMARIZING users/clients REQUESTS of our App/Product/Tool,Software,Technology,CHF,2016-06-08,25000.0,2016-05-09 18:32:51,failed,CH,25962.43,0.0
19142451.0,Vaquero's BBQ Dippin Sauce,Food,Food,USD,2014-09-17,34500.0,2014-08-18 17:51:16,failed,US,34500.0,0.0
383702461.0,Elixir Wellness drink,Drinks,Food,EUR,2016-08-06,34500.0,2016-07-07 17:11:02,failed,IT,34500.0,0.0
168017775.0,The REAL Las Vegas,Documentary,Film & Video,USD,2017-10-24,1500.0,2017-09-24 00:38:07,failed,US,1500.0,0.0
492753566.0,"The Adventures of Ajalon & Kayla ""The Emerald Globe""",Children's Books,Publishing,USD,2011-09-11,7500.0,2011-07-28 03:14:52,failed,US,7500.0,0.0
1054242327.0,The Liberation,Documentary,Film & Video,USD,2012-01-26,34500.0,2011-12-27 23:16:25,successful,US,34500.0,1.0
1191898477.0,TwentyFirstFinger: handcrafted men underwear,Apparel,Fashion,USD,2015-04-09,10000.0,2015-03-10 16:52:35,failed,US,10000.0,0.0
1827132579.0,Colororo,Mobile Games,Games,MXN,2017-11-05,34500.0,2017-10-06 08:34:31,failed,MX,2359.73,0.0
298883757.0,Cellar Secret (dark horror thriller based on true crime),Horror,Film & Video,USD,2015-08-27,400.0,2015-08-02 00:38:19,successful,US,400.0,1.0
783161011.0,"""Water Glyphs"" - Conductive Alliance Album ",Indie Rock,Music,USD,2010-08-24,1850.0,2010-07-12 00:19:01,successful,US,1850.0,1.0
139008565.0,MetroGrind Cafe-Bistro: Urban Farm2Table,Food,Food,USD,2014-01-01,3500.0,2013-12-09 15:55:51,failed,US,3500.0,0.0
1439711033.0,MOMMY MAFIA - Pilot Production,Webseries,Film & Video,USD,2010-08-26,2000.0,2010-07-19 03:33:01,successful,US,2000.0,1.0
298805116.0,A Notion of Home: Documentary on a Filipina Domestic Worker,Documentary,Film & Video,USD,2016-09-29,10000.0,2016-08-31 18:18:52,successful,US,10000.0,1.0
2146183508.0,Street Reviews,Web,Technology,AUD,2015-07-31,22000.0,2015-06-01 23:34:20,failed,AU,15936.25,0.0
910992074.0,He Who Laughs Last - A Cthulhu Dark RPG Scenario,Tabletop Games,Games,USD,2014-03-15,3000.0,2014-02-10 06:52:27,successful,US,3000.0,1.0
792259993.0,Perfect Love the movie - production phase,Narrative Film,Film & Video,USD,2012-12-26,3000.0,2012-10-27 04:00:49,successful,US,3000.0,1.0
2043922258.0,Nashville Symphony Records Joan Tower,Classical Music,Music,USD,2013-09-22,15500.0,2013-08-23 21:53:51,successful,US,15500.0,1.0
1536694816.0,QWERTY - Award-Winning narrative screenplay becomes a feature film. ,Film & Video,Film & Video,USD,2010-02-21,3000.0,2010-01-20 07:00:08,failed,US,3000.0,0.0
877925940.0,Velletri Comics,Events,Comics,EUR,2017-08-31,5000.0,2017-07-12 16:00:22,failed,IT,5959.97,0.0
746557322.0,My little comic book project TEST PROJECT,Comics,Comics,USD,2017-05-18,1000.0,2017-04-25 20:01:03,failed,US,1000.0,0.0
928750477.0,Laser Engraved Challenge Coin Display Boxes and Plaques,Crafts,Crafts,USD,2012-12-08,30000.0,2012-11-08 00:37:23,failed,US,30000.0,0.0
1076164077.0,Hola Mohalla: Festival of Soldier Saints,Documentary,Film & Video,USD,2017-01-06,25000.0,2016-12-07 20:05:00,successful,US,25000.0,1.0
844262838.0,"""Carpe Diem"" hand painted prints, apparel and cards",Graphic Design,Design,USD,2013-02-08,4000.0,2013-01-02 21:51:13,failed,US,4000.0,0.0
1523405356.0,"Arena, a 100% freetoplay turn-based tactical colosseum brawl",Video Games,Games,USD,2017-01-14,34500.0,2016-12-31 20:44:30,failed,US,34500.0,0.0
507183220.0,The Vanilla Bunny - Organic Pure Vanilla Extract,Food,Food,USD,2013-07-12,1500.0,2013-06-12 21:01:01,failed,US,1500.0,0.0
1428477749.0,Roots True Foods - We need your support!,Vegan,Food,USD,2016-03-03,34500.0,2016-02-02 15:36:21,failed,US,34500.0,0.0
1165260092.0,SYMPHONY SHELLS - iPhone Amplification for Your Lifestyle,Product Design,Design,USD,2012-08-27,27000.0,2012-07-28 00:11:33,failed,US,27000.0,0.0
1567252855.0,Dates Like This - a new web series,Webseries,Film & Video,USD,2011-09-09,800.0,2011-08-25 15:08:51,successful,US,800.0,1.0
717844046.0,"Bring FAUST to Athens, Ga.",World Music,Music,USD,2009-10-03,2000.0,2009-09-02 23:15:07,failed,US,2000.0,0.0
573731545.0,21 Huntsmen,Video Games,Games,GBP,2014-07-22,5000.0,2014-05-23 22:05:14,failed,GB,8494.01,0.0
530765512.0,"""Travels with Lily and Daisy""",Children's Books,Publishing,USD,2012-05-12,4000.0,2012-03-28 19:44:41,failed,US,4000.0,0.0
